"class" "test" "dei_paschi" "mont_dei" "danish" "dei" "dutch" "nordlb" "rescu" "brexit" "denmark" "fine" "deposit" "nordea" "estonia" "incom" "swedish" "foreign" "tax" "prosecutor" "suspici" "combin" "ing" "offer" "control" "mont" "show" "paschi" "industri" "member" "save" "inform" "branch" "restructur" "baltic" "ratio" "analyst" "banca" "pai" "commiss" "target" "sector" "term" "privat" "economi" "region" "tuesdai" "econom" "larg" "mondai" "start" "person" "fridai" "custom" "involv" "face" "estonian" "servic" "system" "stake" "recent" "continu" "fail" "offici" "minist" "result" "account" "net" "discuss" "sell" "declin_comment" "intern" "decis" "nation" "supervisori" "debt" "top" "unicredit" "familiar" "crisi" "rais" "set" "increas" "requir" "work" "credit" "sale" "wednesdai" "global" "thursdai" "quarter" "ag" "europ" "loss" "move" "issu" "ceo" "ad" "statement" "bad" "job" "close" "sew" "hold" "interest" "revenu" "head" "chief_execut" "meet" "client" "back" "reuter" "week" "dansk_bank" "firm" "transact" "largest" "alleg" "base" "potenti" "offic" "union" "call" "biggest" "scandal" "rule" "equiti" "sharehold" "sourc" "invest_bank" "group" "rate" "part" "told" "declin" "talk" "case" "matter" "bond" "oper" "board" "end" "million_euro" "germani" "month" "compani" "unit" "expect" "make" "profit" "chief" "cut" "time" "financ" "comment" "itali" "central_bank" "includ" "italian" "regul" "investig" "swedbank" "cost" "ecb" "carig" "trade" "author" "countri" "central" "german" "risk" "state" "peopl" "asset" "share" "execut" "investor" "merger" "fund" "invest" "deal" "manag" "commerzbank" "eu" "loan" "dansk" "govern" "monei_launder" "busi" "billion_euro" "million" "plan" "market" "launder" "report" "capit" "percent" "monei" "european" "financi" "lender" "billion" "deutsch_bank" "year" "euro" "deutsch" "bank"
"4043" 1 0 0 0 0 0 0 0 0 0 0 0 2.74034866366636 0 0 0 0 0 0 0 0 0 0 0 2.28698009492516 0 0 0 0 0 0 0 0 0 0 4.53878742084616 0 4.35711949839325 0 0 0 0 0 0 0 0 0 0 0 0 6.21482581037595 0 0 0 0 0 0 0 0 0 0 2.00861548911122 1.93111192795636 0 0 0 0 0 0 0 0 0 0 0 0 0 1.85394165991289 0 0 0 5.8967943120826 1.87188409375603 1.90105958288996 3.92186130196007 0 0 2.05356687697349 0 0 0 0 0 1.96911304613498 1.91987585468944 1.9988948779406 7.621820777452 0 0 0 0 0 0 0 0 0 0 0 3.16043272874809 5.47522102773612 0 3.4844413238785 3.97375100494964 0 0 0 0 3.42182110742158 0 1.66138672962454 0 0 0 8.29400817776218 0 0 0 9.70666741013951 7.44938028283708 0 2.10063438783148 0 0 1.50958071675654 0 0 0 0 0 9.7988359185837 0 0 1.49778986534523 9.02974392501179 0 0 0 0 0 3.06262511476775 1.69294061822585 2.74784076726489 0 0 0 0 3.41277541131413 5.76610901404609 1.45969686587222 8.68311816201265 1.59706393494666 0 0 0 9.81047736738165 27.232724525077 1.79405568148841 1.56364793802681 1.40681808713951 5.40101769854677 0 0 0 0 2.97372158962609 1.40081606845451 2.55545596113686 0 0 2.83110353421652 1.49413355414212 0 0 0 0 0 0 1.35659559997514 0 0 2.58745664382974 7.41261196607222 6.08914919493681 1.15142429106536 0 0 6.56421372984419 9.14023388166459 1.2955220443689 2.74838075488093 0 1.48158242559751 1.94599262958108 0 2.31768624555054 5.9929015119794 0 1.42175778337587
"4044" 1 0 0 0 0 0 0 0 5.16660305993529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01228521800019 0 0 0 0 0 0 0 0 0 2.23665501103764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.19902830005202 0 0 0 0 0 1.87188409375603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.03584489417408 0 0 0 0 0 0 1.83118990292948 0 3.65014735182408 0 0 0 0 0 0 0 0 0 0 0 0 0 1.65880163555244 0 0 0 1.9413334820279 1.86234507070927 0 0 0 0 1.50958071675654 0 0 0 0 0 0 0 0 0 3.61189757000471 0 0 0 0 1.49267476467846 0 0 0 0 0 0 0 1.70638770565706 1.44152725351152 0 3.47324726480506 0 0 0 0 0 6.80818113126924 0 0 0 1.35025442463669 0 0 1.491218100182 0 1.48686079481304 0 0 0 0 2.83110353421652 0 0 1.32775347534586 0 0 3.14616394052034 0 0 0 0 0 2.96504478642889 7.30697903392417 0 0 0.988283793123251 0 1.30574769738066 0 0.916126918293643 0 0.740791212798755 0 0 0 1.71225757485126 0 0.44429930730496
"4045" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.6367663778687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.26939371042308 2.22901555447968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01106047810429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.29833463702808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80694629131948 8.15846444686863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17855974919662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.65880163555244 0 0 0 1.9413334820279 0 0 2.10063438783148 0 0 0 0 0 1.87615304367561 0 0 0 0 0 1.49778986534523 3.61189757000471 1.72644307247041 0 0 0 5.97069905871385 0 1.69294061822585 0 0 0 0 0 0 0 1.45969686587222 0 0 0 0 1.59706393494666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.70098715247706 0 1.49413355414212 0 0 1.77164850923846 0 0 0 0 0 0 0 7.41261196607222 0 0 0 0.988283793123251 0 1.30574769738066 0 0 0 0.740791212798755 2.91898894437162 1.29313112870513 0.77256208185018 1.71225757485126 1.26429712174065 0.266579584382976
"4046" 1 0 0 0 0 0 0 0 0 0 5.50624045869169 0 0 0 2.67406673928191 0 5.34338851785656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.57466216737694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01843151884888 0 2.42513043340597 0 2.21241139942765 0 0 0 0 0 0 1.92885459065471 2.10331535458473 0 0 0 0 0 0 0 0 0 1.85394165991289 0 0 0 1.96559810402753 0 0 0 0 0 0 1.82202953353081 0 0 0 0 0 0 0 0 0 0 1.70638770565706 0 0 0 0 0 0 0 0 0 0 4.01967447272309 0 0 0 4.10968966483796 0 1.92998262235921 0 0 0 0 0 0 1.65880163555244 0 4.11737705418709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.62412585698961 0 0 0 0 0 1.67441340102455 1.68938505892452 0 0 0 0 0 0 0 1.370689363051 0 0 0 0 0 5.51821050440059 16.7088506720912 0 0 0 0 0 1.40681808713951 0 0 1.40347918587399 2.982436200364 1.77261236473477 0 0 0 0 0 0 0 0 0 0 0 0 8.04424191241716 0 6.55680607758025 0 1.29372832191487 0 0 0 6.42401379994186 0.988283793123251 0 0 5.1820881774756 0 0 0 3.89198525916216 0 0 0.856128787425629 0 0.266579584382976
"4047" 1 0 0 0 2.8530683973662 0 0 0 0 0 2.75312022934585 0 0 0 2.67406673928191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.37281913883796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.42513043340597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80694629131948 0 0 0 0 0 0 0 1.70548558561393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.05484483241898 0 0 0 0 0 0 0 0 0 0 2.05868852709354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.37877011784903 0 0 0 0 0 0 0 0 0 0 0 0 0 5.51821050440059 0 0 0 0 0 0 0 0 0 0 2.982436200364 0 0 0 0 0 0 0 0 0 0 0 0 0 4.02212095620858 0 1.63920151939506 0 1.29372832191487 0 0 0 1.60600344998547 0 0 0 1.2955220443689 0 0 0.740791212798755 0.972996314790539 0 0 0.856128787425629 0 0.0888598614609919
"4048" 1 0 3.01625599957361 3.01625599957361 0 3.00958930821542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.61963917378996 0 8.90191976116812 0 8.90191976116812 0 0 0 0 0 2.31976991774815 0 0 0 4.35711949839325 0 2.37281913883796 2.24744925616852 0 0 0 0 0 0 0 0 0 0 4.80268314288392 0 0 0 0 0 2.18874165534174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.08427636229973 0 6.59708490015605 0 0 3.91953436743348 0 0 1.87188409375603 0 0 0 0 2.05356687697349 1.82202953353081 0 0 0 0 0 0 0 0 0 0 0 2.03584489417408 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.75256396054605 1.65880163555244 0 0 0 0 0 0 0 0 3.90794013206483 0 0 0 1.87615304367561 0 3.13513594881377 7.83906873486696 1.62412585698961 0 0 3.61189757000471 0 1.43669132008011 0 0 2.98534952935692 0 0 0 0 0 0 0 0 0 1.45969686587222 8.68311816201265 0 0 0 0 0 0 0 1.56364793802681 0 0 0 1.40347918587399 0 0 0 0 0 2.86650268841532 0 0 1.49413355414212 0 1.32775347534586 0 1.85603590151601 1.57308197026017 0 1.35659559997514 0 0 0 4.44756717964333 1.21782983898736 2.30284858213072 0 0 0 0 0 0.916126918293643 0 0.740791212798755 0 0 3.8628104092509 3.42451514970251 0 0.266579584382976
"4049" 1 0 0 0 0 0 0 33.3545785098123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30981958689498 0 0 0 0 0 0 7.29769623568047 0 0 2.31976991774815 0 4.53878742084616 0 0 0 0 0 2.1727877273995 2.10063438783148 6.18377766778994 0 6.66430205108185 0 0 0 0 0 0 0 0 0 0 0 0 0 2.23665501103764 0 0 0 0 0 1.92885459065471 0 2.29833463702808 2.10735032979691 2.05101585518188 1.80894429398216 0 0 0 0 0 0 0 0 0 0 1.87188409375603 0 0 0 0 2.05356687697349 0 0 0 0 0 0 3.83975170937888 0 0 0 0 1.70638770565706 0 0 1.83631549077829 0 0 1.86023758836971 0 0 0 0 0 1.74222066193925 0 3.45472861397947 0 2.01351145972343 0 0 0 0 0 0 0 0 0 0 0 5.8240004460837 0 0 0 3.38054552852931 0 1.50958071675654 0 1.52904240884934 3.75230608735121 0 1.56756797440689 0 0 0 1.49778986534523 0 0 1.43669132008011 0 1.68938505892452 2.98534952935692 0 0 0 1.77938549174061 0 0 1.370689363051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.13356547366437 0 4.47365430054599 1.77261236473477 0 0 0 1.43325134420766 0 0 0 1.45057079340784 0 0 0 3.14616394052034 0 0 0 0 6.46864160957436 0 4.87131935594945 0 0 0 4.37614248656279 5.22299078952263 1.2955220443689 0 0 2.96316485119502 7.78397051832432 0 0.77256208185018 5.13677272455377 0 0.533159168765952
"4050" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1727877273995 2.10063438783148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.85770918130943 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.62412585698961 0 0 0 0 0 1.67441340102455 0 0 0 0 0 0 1.52076234648872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.40347918587399 1.491218100182 0 0 0 0 0 8.50493576238532 0 0 0 0 0 0 0 0 0 0 1.3166900558016 0 0 0 0 0 0 0 0 0 0.916126918293643 0.918586944134505 0 0 0 0 0 0 0.177719722921984
"4051" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.20495424331957 2.43256541189349 0 0 0 0 0 0 2.17855974919662 0 0 0 0 0 0 0 0 2.02710030378533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.70638770565706 0 0 0 0 0 0 0 0 0 1.82507367591204 0 0 0 0 0 0 0 0 0 0 0 0 3.5051279210921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.26939371042308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.32775347534586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.740791212798755 0 0 0 0 0 0.0888598614609919
"4052" 1 3.17543602780587 0 0 0 0 9.29978542589316 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30981958689498 0 0 0 0 0 0 2.43256541189349 0 4.63620927685817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80894429398216 0 0 2.04213818114987 0 0 0 0 1.95976718371674 0 1.96559810402753 0 0 0 0 2.15708433547105 0 0 2.03208784529637 0 0 0 1.96911304613498 0 1.9988948779406 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.00983723636155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10063438783148 0 0 0 1.52376535174849 1.52904240884934 0 0 0 0 0 0 0 0 0 0 0 0 1.49267476467846 1.53131255738388 1.69294061822585 0 3.55877098348122 0 7.83783987203443 1.370689363051 0 1.44152725351152 1.45969686587222 0 6.38825573978663 0 0 0 1.96209547347633 0 1.79405568148841 0 0 1.35025442463669 0 0 0 7.09044945893906 1.48686079481304 0 0 0 1.70098715247706 2.83110353421652 1.49413355414212 0 0 1.77164850923846 0 0 0 0 0 1.3166900558016 0 0 1.21782983898736 3.45427287319608 0 0 0 0 0 3.66450767317457 0 0.740791212798755 0 2.58626225741025 0.77256208185018 0 3.79289136522196 1.24403806045389
"4053" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01228521800019 0 0 0 0 2.01843151884888 1.94591014905531 0 0 0 0 0 0 0 2.16991416220377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.07160860345865 1.96911304613498 1.91987585468944 1.9988948779406 0 0 0 0 4.07168978834816 0 0 0 1.80694629131948 0 0 0 0 0 0 0 5.96062650742445 1.72736430698973 0 0 1.92998262235921 0 2.0926343451644 0 0 0 0 1.65880163555244 0 0 0 1.9413334820279 0 4.13543004587903 2.10063438783148 0 1.95397006603241 1.50958071675654 1.52376535174849 0 0 0 3.13513594881377 0 3.24825171397923 0 0 0 0 1.43669132008011 0 0 0 1.53131255738388 0 0 0 1.52076234648872 0 1.370689363051 0 0 1.45969686587222 0 1.59706393494666 3.67880700293373 0 0 0 0 3.58811136297681 1.56364793802681 0 0 1.56678273683218 0 0 0 1.48686079481304 0 0 0 0 0 1.49413355414212 0 0 0 0 0 0 0 1.63920151939506 1.3166900558016 1.29372832191487 0 2.43565967797472 0 1.60600344998547 2.96485137936975 0 0 1.2955220443689 0 0.918586944134505 1.48158242559751 0.972996314790539 6.46565564352563 0 0.856128787425629 6.32148560870327 0.799738753148927
"4054" 1 0 0 0 0 0 0 0 0 0 0 0 2.74034866366636 0 0 0 0 0 0 0 0 2.45139836022658 0 0 0 0 0 0 4.45803110895937 0 4.86513082378698 0 0 0 0 0 0 0 0 0 0 0 0 2.06125922259665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.07160860345865 0 0 0 0 0 1.70548558561393 0 0 0 0 0 0 0 0 0 0 0 0 1.74222066193925 0 0 0 0 0 0 0 0 0 0 0 0 3.2234682493889 0 0 0 0 0 0 1.69027276426466 0 0 1.52376535174849 0 0 0 0 0 0 0 0 0 1.72644307247041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.40681808713951 0 4.70034821049655 0 0 0 0 0 0 0 3.40197430495413 0 0 1.45057079340784 0 1.77164850923846 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30574769738066 0 1.83225383658729 0 0.740791212798755 0 2.58626225741025 0 0 2.52859424348131 0.799738753148927
"4055" 1 0 0 0 0 0 0 0 0 0 5.50624045869169 0 0 0 2.67406673928191 0 5.34338851785656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.57466216737694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01843151884888 0 2.42513043340597 0 2.21241139942765 0 0 0 0 0 0 1.92885459065471 2.10331535458473 0 0 0 0 0 0 0 0 0 1.85394165991289 0 0 0 1.96559810402753 0 0 0 0 0 0 1.82202953353081 0 0 0 0 0 0 0 0 0 0 1.70638770565706 0 0 0 0 0 0 0 0 0 0 4.01967447272309 0 0 0 4.10968966483796 0 1.92998262235921 0 0 0 0 0 0 1.65880163555244 0 4.11737705418709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.62412585698961 0 0 0 0 0 1.67441340102455 1.68938505892452 0 0 0 0 0 0 0 1.370689363051 0 0 0 0 0 5.51821050440059 16.7088506720912 0 0 0 0 0 1.40681808713951 0 0 1.40347918587399 2.982436200364 1.77261236473477 0 0 0 0 0 0 0 0 0 0 0 0 8.04424191241716 0 6.55680607758025 0 1.29372832191487 0 0 0 6.42401379994186 0.988283793123251 0 0 5.1820881774756 0 0 0 3.89198525916216 0 0 0.856128787425629 0 0.266579584382976
"4056" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.21490398039986 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.26939371042308 2.22901555447968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01106047810429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.7900078221685 0 0 0 0 0 0 0 0 1.85394165991289 0 0 0 0 0 0 0 0 0 0 0 0 0 2.03961611171716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.35711949839325 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.52904240884934 0 0 0 0 1.62412585698961 0 1.49778986534523 1.80594878500236 0 0 0 0 4.47802429403539 0 6.7717624729034 0 0 0 0 0 0 0 0 0 0 0 0 1.59706393494666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.44756717964333 0 0 0 0 1.0940356216407 0 0 0 0 0 2.91898894437162 0 0.77256208185018 0.856128787425629 0 0.355439445843968
"4057" 1 3.17543602780587 0 0 0 0 9.29978542589316 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30981958689498 0 0 0 0 0 0 2.43256541189349 0 4.63620927685817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80894429398216 0 0 2.04213818114987 0 0 0 0 1.95976718371674 0 1.96559810402753 0 0 0 0 2.15708433547105 0 0 2.03208784529637 0 0 0 1.96911304613498 0 1.9988948779406 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.00983723636155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10063438783148 0 0 0 1.52376535174849 1.52904240884934 0 0 0 0 0 0 0 0 0 0 0 0 1.49267476467846 1.53131255738388 1.69294061822585 0 3.55877098348122 0 7.83783987203443 1.370689363051 0 1.44152725351152 1.45969686587222 0 6.38825573978663 0 0 0 1.96209547347633 0 1.79405568148841 0 0 1.35025442463669 0 0 0 7.09044945893906 1.48686079481304 0 0 0 1.70098715247706 2.83110353421652 1.49413355414212 0 0 1.77164850923846 0 0 0 0 0 1.3166900558016 0 0 1.21782983898736 3.45427287319608 0 0 0 0 0 3.66450767317457 0 0.740791212798755 0 2.58626225741025 0.77256208185018 0 3.79289136522196 1.24403806045389
"4058" 1 0 9.04876799872082 9.04876799872082 0 9.02876792464625 0 0 2.58330152996764 0 0 0 0 0 0 0 0 0 0 11.2344665391814 0 0 0 0 0 8.90191976116812 0 8.90191976116812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.05420060757065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10331535458473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.88259083415045 0 0 0 0 0 0 0 0 1.91987585468944 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.98687550247482 0 0 0 3.85996524471842 0 8.3705373806576 1.66138672962454 0 0 0 0 0 2.05868852709354 0 0 0 0 0 1.69027276426466 0 3.01916143351307 1.52376535174849 0 0 1.90876462926437 0 0 0 0 0 0 0 0 0 0 0 0 0 1.37392038363245 0 0 1.56756797440689 0 0 0 0 3.47324726480506 1.59706393494666 0 0 0 0 0 0 0 0 0 0 0 1.491218100182 1.77261236473477 0 0 0 0 0 0 0 0 1.32775347534586 0 0 0 0 0 0 0 0 0 0 1.15142429106536 0 0 0 2.61149539476131 0 0 0.918586944134505 0 0 0 0 0 0 0.355439445843968
"4059" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.6367663778687 0 0 2.45139836022658 0 0 0 0 0 0 0 2.20495424331957 0 0 0 0 0 2.26939371042308 2.22901555447968 0 2.25679511858676 0 2.24744925616852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01843151884888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.03584489417408 0 0 2.43070147845543 0 0 4.35711949839325 0 0 0 0 0 0 0 0 0 0 1.71091055371079 0 1.66138672962454 0 0 0 1.65880163555244 1.61173412469445 0 0 5.8240004460837 5.58703521212781 2.06771502293952 2.10063438783148 0 1.95397006603241 0 0 0 0 0 0 0 1.62412585698961 1.77454286726482 1.49778986534523 0 0 1.43669132008011 0 1.68938505892452 0 1.53131255738388 3.3858812364517 0 3.55877098348122 3.04152469297745 0 1.370689363051 0 0 0 0 0 0 0 3.19412786989331 0 0 0 0 0 0 3.13356547366437 0 1.491218100182 0 0 4.20244820536352 0 0 1.70098715247706 0 2.98826710828424 0 1.32775347534586 14.1731880739077 0 0 0 2.71319119995028 0 0 3.88118496574462 0 0 0 0 3.953135172493 1.0940356216407 15.6689723685679 0 0 0.918586944134505 1.48158242559751 2.91898894437162 3.87939338611538 0.77256208185018 4.28064393712814 6.32148560870327 0.799738753148927
"4060" 1 0 0 0 0 0 0 0 7.74990458990293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.37281913883796 0 0 0 0 0 0 2.02710030378533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.83118990292948 0 0 0 0 0 0 0 0 0 0 0 0 1.72552268584308 0 0 0 0 0 5.65100352053428 0 0 0 0 0 0 0 0 0 0 0 1.56756797440689 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.73662363240253 0 0 0 0 0 4.53878742084616 0 0 1.40681808713951 0 0 0 0 0 0 0 1.27772798056843 0 0 2.83110353421652 0 0 0 0 1.85603590151601 0 0 0 0 0 0 0 0 0 0 0.988283793123251 0 0 0 0.916126918293643 0 2.22237363839626 0 0 0 0 0 0.0888598614609919
"4061" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.22294573311261 0 0 0 0 0 0 2.31976991774815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.96093065098004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.72644307247041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.77164850923846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29313112870513 0 0 1.26429712174065 0.266579584382976
"4062" 1 0 0 0 0 0 0 25.9424499520763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.61963917378996 0 0 0 0 0 0 14.5953924713609 0 0 4.63953983549629 0 2.26939371042308 0 0 0 2.37281913883796 2.24744925616852 4.345575454799 2.10063438783148 6.18377766778994 0 4.44286803405457 0 0 0 0 0 0 2.01106047810429 0 0 0 0 0 0 2.23665501103764 0 0 0 0 3.98573426428617 0 0 2.29833463702808 2.10735032979691 0 0 0 3.94763787434478 0 0 0 0 0 0 0 0 0 0 0 0 0 2.05356687697349 0 0 1.80694629131948 0 0 0 0 0 0 0 1.70548558561393 0 0 0 1.83631549077829 0 0 0 0 0 0 0 0 1.74222066193925 3.97375100494964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.8240004460837 0 0 0 1.69027276426466 0 1.50958071675654 0 0 3.75230608735121 0 1.56756797440689 0 0 0 0 0 0 1.43669132008011 0 1.68938505892452 1.49267476467846 0 0 0 0 0 1.56756797440689 0 0 1.44152725351152 0 0 0 0 0 0 0 0 0 0 0 1.35025442463669 3.13356547366437 0 7.45609050090999 1.77261236473477 0 0 0 1.43325134420766 0 0 0 1.45057079340784 0 0 0 1.57308197026017 0 1.35659559997514 0 0 3.88118496574462 0 6.08914919493681 0 0 0 0 2.61149539476131 0 1.83225383658729 0 2.22237363839626 3.89198525916216 0 0 2.56838636227689 0 0.799738753148927
"4063" 1 0 0 0 0 0 0 0 0 0 2.75312022934585 0 0 0 2.67406673928191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01843151884888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80694629131948 0 0 0 0 0 0 0 0 1.70638770565706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.05484483241898 0 0 0 0 0 0 0 0 0 0 2.05868852709354 0 0 0 0 0 0 0 0 0 0 0 1.90876462926437 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.12729587605363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01106047810429 0 3.27840303879012 0 0 0 0 0 3.21200689997093 0 0 0 2.5910440887378 0 0.918586944134505 0 0 0 0 0 0 0.0888598614609919
